id;name;p0;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;;;;grouped label;category
362;badger;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;musteline mammal, mustelid, musteline; ; ; ; ;;;;;
357;mink;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;musteline mammal, mustelid, musteline; ; ; ; ;;;;;
359;black-footed ferret, ferret, Mustela nigripes;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;musteline mammal, mustelid, musteline; ; ; ; ;;;;;
361;skunk, polecat, wood pussy;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;musteline mammal, mustelid, musteline; ; ; ; ;;;;;
356;weasel;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;musteline mammal, mustelid, musteline; ; ; ; ;;;;;
358;polecat, fitch, foulmart, foumart, Mustela putorius;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;musteline mammal, mustelid, musteline; ; ; ; ;;;;;
360;otter;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;musteline mammal, mustelid, musteline; ; ; ; ;;;;;
387;lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;procyonid; ; ; ; ;;;;;
388;giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;procyonid; ; ; ; ;;;;;
299;meerkat, mierkat;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;viverrine, viverrine mammal; ; ; ; ;;;;;
298;mongoose;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;viverrine, viverrine mammal; ; ; ; ;;;;;
274;dhole, Cuon alpinus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;wild dog; ; ; ;;;;;
273;dingo, warrigal, warragal, Canis dingo;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;wild dog; ; ; ;;;;;
275;African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;wild dog; ; ; ;;;;;
276;hyena, hyaena;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid; ; ; ; ;;;;;
278;kit fox, Vulpes macrotis;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;fox; ; ; ;;;;fox;animal
277;red fox, Vulpes vulpes;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;fox; ; ; ;;;;fox;animal
280;grey fox, gray fox, Urocyon cinereoargenteus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;fox; ; ; ;;;;fox;animal
279;Arctic fox, white fox, Alopex lagopus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;fox; ; ; ;;;;fox;animal
271;red wolf, maned wolf, Canis rufus, Canis niger;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;wolf; ; ; ;;;;wolf;animal
272;coyote, prairie wolf, brush wolf, Canis latrans;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;wolf; ; ; ;;;;wolf;animal
270;white wolf, Arctic wolf, Canis lupus tundrarum;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;wolf; ; ; ;;;;wolf;animal
269;timber wolf, grey wolf, gray wolf, Canis lupus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;canine, canid;wolf; ; ; ;;;;;
290;jaguar, panther, Panthera onca, Felis onca;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;big cat, cat; ; ; ;;;;;
292;tiger, Panthera tigris;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;big cat, cat; ; ; ;;;;;
288;leopard, Panthera pardus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;big cat, cat; ; ; ;;;;;
289;snow leopard, ounce, Panthera uncia;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;big cat, cat; ; ; ;;;;;
291;lion, king of beasts, Panthera leo;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;big cat, cat; ; ; ;;;;;
293;cheetah, chetah, Acinonyx jubatus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;big cat, cat; ; ; ;;;;;
286;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;cat, true cat;wildcat; ; ;;;;;
287;lynx, catamount;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;carnivore;feline, felid;cat, true cat;wildcat; ; ;;;;;
149;dugong, Dugong dugon;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;aquatic mammal;sea cow, sirenian mammal, sirenian; ; ; ; ;;;;;
150;sea lion;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;aquatic mammal;pinniped mammal, pinniped, pinnatiped;seal;eared seal; ; ;;;;;
148;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;aquatic mammal;cetacean, cetacean mammal, blower;whale;toothed whale;dolphin; ;;;;;
147;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;aquatic mammal;cetacean, cetacean mammal, blower;whale;baleen whale, whalebone whale; ; ;;;;;
340;zebra;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;odd-toed ungulate, perissodactyl, perissodactyl mammal;equine, equid; ; ; ;;;;;
339;sorrel;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;odd-toed ungulate, perissodactyl, perissodactyl mammal;equine, equid;horse, Equus caballus; ; ;;;;;
354;Arabian camel, dromedary, Camelus dromedarius;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;camel; ; ; ;;;;;
348;ram, tup;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;sheep; ;;;;;
353;gazelle;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;antelope; ;;;;;
352;impala, Aepyceros melampus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;antelope; ;;;;;
351;hartebeest;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;antelope; ;;;;;
349;bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;wild sheep;mountain sheep;;;;;
350;ibex, Capra ibex;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;goat, caprine animal;wild goat;;;;;
347;bison;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid; ; ;;;;;
346;water buffalo, water ox, Asiatic buffalo, Bubalus bubalis;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;Old World buffalo, buffalo; ;;;;;
345;ox;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;ruminant;bovid;bovine;cattle, cows, kine, oxen, Bos taurus;;;;;
344;hippopotamus, hippo, river horse, Hippopotamus amphibius;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal; ; ; ; ;;;;;
355;llama;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal; ; ; ; ;;;;;
342;wild boar, boar, Sus scrofa;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;swine; ; ; ;;;;;
343;warthog;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;swine; ; ; ;;;;;
341;hog, pig, grunter, squealer, Sus scrofa;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;ungulate, hoofed mammal;even-toed ungulate, artiodactyl, artiodactyl mammal;swine; ; ; ;;;;;
364;three-toed sloth, ai, Bradypus tridactylus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;edentate;sloth, tree sloth; ; ; ; ;;;;;
363;armadillo;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;edentate; ; ; ; ; ;;;;;
386;African elephant, Loxodonta africana;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;pachyderm;elephant; ; ; ; ;;;;;
385;Indian elephant, Elephas maximus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;pachyderm;elephant; ; ; ; ;;;;;
334;porcupine, hedgehog;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;rodent, gnawer; ; ; ; ; ;;;;rodent;animal
338;guinea pig, Cavia cobaya;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;rodent, gnawer;cavy; ; ; ; ;;;;rodent;animal
333;hamster;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;rodent, gnawer; ; ; ; ; ;;;;rodent;animal
335;fox squirrel, eastern fox squirrel, Sciurus niger;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;rodent, gnawer;squirrel;tree squirrel; ; ; ;;;;rodent;animal
336;marmot;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;rodent, gnawer; ; ; ; ; ;;;;rodent;animal
337;beaver;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;placental, placental mammal, eutherian, eutherian mammal;rodent, gnawer; ; ; ; ; ;;;;rodent;animal
101;tusker;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian; ; ; ; ; ; ; ;;;;;
102;echidna, spiny anteater, anteater;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;prototherian;monotreme, egg-laying mammal; ; ; ; ; ;;;;;
103;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;prototherian;monotreme, egg-laying mammal; ; ; ; ; ;;;;;
105;koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;metatherian;marsupial, pouched mammal;phalanger, opossum, possum; ; ; ; ;;;;;
104;wallaby, brush kangaroo;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;metatherian;marsupial, pouched mammal;kangaroo; ; ; ; ;;;;;
106;wombat;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;mammal, mammalian;metatherian;marsupial, pouched mammal; ; ; ; ; ;;;;;
7;cock;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird; ; ; ; ; ; ; ;;;;bird;animal
8;hen;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird; ; ; ; ; ; ; ;;;;bird;animal
9;ostrich, Struthio camelus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;ratite, ratite bird, flightless bird; ; ; ; ; ; ;;;;bird;animal
10;brambling, Fringilla montifringilla;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;finch; ; ; ; ;;;;bird;animal
11;goldfinch, Carduelis carduelis;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;finch; ; ; ; ;;;;bird;animal
12;house finch, linnet, Carpodacus mexicanus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;finch; ; ; ; ;;;;bird;animal
13;junco, snowbird;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;finch; ; ; ; ;;;;bird;animal
14;indigo bunting, indigo finch, indigo bird, Passerina cyanea;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;finch;bunting; ; ; ;;;;bird;animal
15;robin, American robin, Turdus migratorius;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;thrush; ; ; ; ;;;;bird;animal
16;bulbul;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;thrush;nightingale, Luscinia megarhynchos; ; ; ;;;;bird;animal
17;jay;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;corvine bird; ; ; ; ;;;;bird;animal
18;magpie;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;corvine bird; ; ; ; ;;;;bird;animal
19;chickadee;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird;titmouse, tit; ; ; ; ;;;;bird;animal
20;water ouzel, dipper;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;passerine, passeriform bird;oscine, oscine bird; ; ; ; ; ;;;;bird;animal
21;kite;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;bird of prey, raptor, raptorial bird;hawk; ; ; ; ; ;;;;bird;animal
22;bald eagle, American eagle, Haliaeetus leucocephalus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;bird of prey, raptor, raptorial bird;eagle, bird of Jove; ; ; ; ; ;;;;bird;animal
23;vulture;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;bird of prey, raptor, raptorial bird; ; ; ; ; ; ;;;;bird;animal
24;great grey owl, great gray owl, Strix nebulosa;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;bird of prey, raptor, raptorial bird;owl, bird of Minerva, bird of night, hooter; ; ; ; ; ;;;;bird;animal
80;black grouse;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;gallinaceous bird, gallinacean;game bird;grouse; ; ; ; ;;;;bird;animal
81;ptarmigan;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;gallinaceous bird, gallinacean;game bird;grouse; ; ; ; ;;;;bird;animal
82;ruffed grouse, partridge, Bonasa umbellus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;gallinaceous bird, gallinacean;game bird;grouse; ; ; ; ;;;;bird;animal
83;prairie chicken, prairie grouse, prairie fowl;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;gallinaceous bird, gallinacean;game bird;grouse; ; ; ; ;;;;bird;animal
84;peacock;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;gallinaceous bird, gallinacean;game bird;phasianid;pheasant;peafowl, bird of Juno; ; ;;;;bird;animal
85;quail;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;gallinaceous bird, gallinacean;game bird;phasianid; ; ; ; ;;;;bird;animal
86;partridge;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;gallinaceous bird, gallinacean;game bird;phasianid; ; ; ; ;;;;bird;animal
87;African grey, African gray, Psittacus erithacus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;parrot; ; ; ; ; ; ;;;;bird;animal
88;macaw;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;parrot; ; ; ; ; ; ;;;;bird;animal
89;sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;parrot;cockatoo; ; ; ; ; ;;;;bird;animal
90;lorikeet;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;parrot;lory; ; ; ; ; ;;;;bird;animal
91;coucal;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;cuculiform bird;cuckoo; ; ; ; ; ;;;;bird;animal
92;bee eater;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;coraciiform bird; ; ; ; ; ; ;;;;bird;animal
93;hornbill;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;coraciiform bird; ; ; ; ; ; ;;;;bird;animal
94;hummingbird;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;apodiform bird; ; ; ; ; ; ;;;;bird;animal
95;jacamar;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;piciform bird; ; ; ; ; ; ;;;;bird;animal
96;toucan;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;piciform bird; ; ; ; ; ; ;;;;bird;animal
99;goose;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;waterfowl, water bird, waterbird;anseriform bird; ; ; ; ;;;;bird;animal
97;drake;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;waterfowl, water bird, waterbird;anseriform bird;duck; ; ; ;;;;bird;animal
98;red-breasted merganser, Mergus serrator;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;waterfowl, water bird, waterbird;anseriform bird;duck;sea duck;merganser, fish duck, sawbill, sheldrake; ;;;;bird;animal
100;black swan, Cygnus atratus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;swan; ; ; ; ; ;;;;bird;animal
127;white stork, Ciconia ciconia;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;stork; ; ; ; ;;;;bird;animal
128;black stork, Ciconia nigra;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;stork; ; ; ; ;;;;bird;animal
129;spoonbill;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader; ; ; ; ; ;;;;bird;animal
130;flamingo;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader; ; ; ; ; ;;;;bird;animal
132;American egret, great white heron, Egretta albus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;heron;egret; ; ; ;;;;bird;animal
131;little blue heron, Egretta caerulea;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;heron; ; ; ; ;;;;bird;animal
133;bittern;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;heron; ; ; ; ;;;;bird;animal
134;crane;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader; ; ; ; ; ;;;;bird;animal
135;limpkin, Aramus pictus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader; ; ; ; ; ;;;;bird;animal
137;American coot, marsh hen, mud hen, water hen, Fulica americana;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;rail;coot; ; ; ;;;;bird;animal
138;bustard;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader; ; ; ; ; ;;;;bird;animal
139;ruddy turnstone, Arenaria interpres;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;shorebird, shore bird, limicoline bird;plover;turnstone; ; ;;;;bird;animal
140;red-backed sandpiper, dunlin, Erolia alpina;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;shorebird, shore bird, limicoline bird;sandpiper; ; ; ;;;;bird;animal
141;redshank, Tringa totanus;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;shorebird, shore bird, limicoline bird;sandpiper; ; ; ;;;;bird;animal
142;dowitcher;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;shorebird, shore bird, limicoline bird;snipe; ; ; ;;;;bird;animal
143;oystercatcher, oyster catcher;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;wading bird, wader;shorebird, shore bird, limicoline bird; ; ; ; ;;;;bird;animal
136;European gallinule, Porphyrio porphyrio;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;gallinule, marsh hen, water hen, swamphen;purple gallinule; ; ; ; ;;;;bird;animal
144;pelican;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;seabird, sea bird, seafowl;pelecaniform seabird; ; ; ; ;;;;bird;animal
145;king penguin, Aptenodytes patagonica;organism, being;animal, animate being, beast, brute, creature, fauna;chordate;vertebrate, craniate;bird;aquatic bird;seabird, sea bird, seafowl;sphenisciform seabird;penguin; ; ; ;;;;bird;animal
